# This file was automatically generated by Contrib::SKR03Mapping::Generators::ClassificationJsonBuilder
# Columns: code; flags; range; cid; presentation_rule; description
2316;;;guv.sonstige_betriebliche_ertraege;unknown;Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn)
2317;;;guv.sonstige_betriebliche_ertraege;unknown;Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn)
2318;;;guv.sonstige_betriebliche_ertraege;unknown;Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (Restbuchwert bei Buchgewinn)
2324;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (Buchwert bei Buchverlust)
2325;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte)
2326;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG
2327;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abgang von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG
2328;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abgang von Wirtschaftsgütern des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG nach § 4 Abs. 3 S. 4 EStG
2339;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die steuerliche Rücklage nach § 4g EStG
2342;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die steuerliche Rücklage nach § 6b Abs. 3 EStG
2343;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die steuerliche Rücklage nach § 6b Abs. 10 EStG
2344;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die Rücklage für Ersatzbeschaffung nach R 6.6 EStR
2345;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in sonstige steuerliche Rücklagen
2347;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Aufwendungen aus dem Erwerb eigener Anteile
2350;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Sonstige Grundstücksaufwendungen (neutral)
2375;;;guv.sonstige_steuern;unknown;Grundsteuer
2380;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden, steuerlich nicht abziehbar
2381;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke
2382;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden für mildtätige Zwecke
2383;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke
2384;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden an politische Parteien
2385;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Nicht abziehbare Hälfte der Aufsichtsratsvergütungen
2386;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Abziehbare Aufsichtsratsvergütungen
2387;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für gemeinnützige Zwecke
2389;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für kirchliche, religiöse und gemeinnützige Zwecke
2390;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Zuwendungen, Spenden an Stiftungen in das zu erhaltende Vermögen (Vermögensstock) für wissenschaftliche, mildtätige, kulturelle Zwecke
2400;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste (übliche Höhe)
2401;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste 7 % USt (übliche Höhe)
2402;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste aus steuerfreien EU-Lieferungen (übliche Höhe)
2403;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt (übliche Höhe)
2406;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste 19 % USt (übliche Höhe)
2408;AM;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt (übliche Höhe)
2430;;;;equity_only;Forderungsverluste, unüblich hoch
2431;;;;equity_only;Forderungsverluste 7 % USt (soweit unüblich hoch)
2436;;;;equity_only;Forderungsverluste 19 % USt (soweit unüblich hoch)
2440;;;;equity_only;Abschreibungen auf Forderungen gegenüber Kapitalgesellschaften, an denen eine Beteiligung besteht (soweit unüblich hoch), § 3c EStG bzw. § 8b Abs. 3 KStG
2441;;;;equity_only;Abschreibungen auf Forderungen gegenüber Gesellschaftern und nahe stehenden Personen (soweit unüblich hoch), § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG
2450;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die Pauschalwertberichtigung auf Forderungen
2451;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Einstellungen in die Einzelwertberichtigung auf Forderungen
2480;;;;needs_review;Einstellungen in die Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen
2481;F;;;;Einstellungen in gesamthänderisch gebundene Rücklagen (mit Aufteilung für Kapitalkontenentwicklung)
2485;;;;;Einstellungen in andere Ergebnisrücklagen
2488;;;;;Änderung steuerlicher Ausgleichsposten (Körperschaften)
2489;F;;;;Änderung steuerlicher Ausgleichsposten (Personengesellschaften, Einzelunternehmen)
2490;;;;pnl_only;Aufwendungen aus Verlustübernahme
2491;;;;needs_review;Abgeführte Gewinnanteile (Soll) / ausgeglichene Verlustanteile (Haben) bei atypisch stiller Beteiligung
2492;;;;needs_review;Abgeführte Gewinne auf Grund einer Gewinngemeinschaft
2493;;;;needs_review;Abgeführte Gewinnanteile (Soll) / ausgeglichene Verlustanteile (Haben) bei typisch stiller Beteiligung § 8 GewStG
2494;;;;needs_review;Abgeführte Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags
2495;;;;equity_only;Einstellungen in die Kapitalrücklage nach den Vorschriften über die vereinfachte Kapitalherabsetzung
2496;;;;unknown;Einstellungen in die gesetzliche Rücklage
2497;;;;unknown;Einstellungen in satzungsmäßige Rücklagen
2498;F;;;needs_review;Einstellungen in den Ausgleichsposten für aktivierte eigene Anteile
2499;;;;unknown;Einstellungen in andere Gewinnrücklagen
2504;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge durch Verschmelzung und Umwandlung
2510;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige betriebsfremde Erträge
2520;;;guv.sonstige_betriebliche_ertraege;unknown;Periodenfremde Erträge
2590;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Anwendung von Übergangsvorschriften
2594;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Anwendung von Übergangsvorschriften (latente Steuern)
2600;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus Beteiligungen
2603;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus Beteiligungen an Personengesellschaften (verbundene Unternehmen), § 9 GewStG bzw. § 18 EStG
2613;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus typisch stillen Beteiligungen
2614;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus atypisch stillen Beteiligungen
2615;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus Anteilen an Kapitalgesellschaften (Beteiligung) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG
2616;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG
2618;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Gewinnanteile aus gewerblichen und selbständigen Mitunternehmerschaften, § 9 GewStG bzw. § 18 EStG
2619;;;guv.ertraege_aus_beteiligungen_davon_aus_verbundenen_unternehmen;unknown;Erträge aus Beteiligungen an verbundenen Unternehmen
2620;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens
2621;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Ausleihungen des Finanzanlagevermögens
2622;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Ausleihungen des Finanzanlagevermögens an verbundenen Unternehmen
2623;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Anteilen an Personengesellschaften (Finanzanlagevermögen)
2625;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG
2626;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG
2640;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Zins- und Dividendenerträge
2641;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erhaltene Ausgleichszahlungen (als außenstehender Aktionär)
2646;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus Anteilen an Personengesellschaften (verbundene Unternehmen)
2647;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Kapitalgesellschaften (verbundene Unternehmen)
2648;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Personengesellschaften (verbundene Unternehmen)
2649;;;guv.ertraege_aus_anderen_wertpapieren_und_ausleihungen_des_finan;asset_only;Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen
2650;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Sonstige Zinsen und ähnliche Erträge 2653 Zinserträge § 233a AO und § 4 Abs. 5b EStG, steuerfrei
2654;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Erträge aus anderen Wertpapieren und Ausleihungen des Umlaufvermögens
2655;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG
2656;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG
2657;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinserträge § 233a AO, steuerpflichtig
2658;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinserträge § 233a AO, steuerfrei (Anlage GK KSt)
2659;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen
2660;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Währungsumrechnung
2661;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Währungsumrechnung (nicht § 256a HGB)
2666;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Bewertung Finanzmittelfonds
2680;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinsähnliche Erträge
2682;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Steuerfreie Zinserträge aus der Abzinsung von Rückstellungen
2683;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinserträge aus der Abzinsung von Verbindlichkeiten
2684;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinserträge aus der Abzinsung von Rückstellungen
2685;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen
2686;;;;needs_review;Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB
2687;;;;needs_review;Erträge aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB
2689;;;guv.sonstige_zinsen_und_aehnliche_ertraege_davon_aus_verbundenen;unknown;Zinsähnliche Erträge aus verbundenen Unternehmen
2700;;;guv.sonstige_betriebliche_ertraege;unknown;Andere betriebs- und/oder periodenfremde (neutrale) sonstige Erträge
2705;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige betriebliche und regelmäßige Erträge (neutral)
2707;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge betriebsfremd und regelmäßig
2709;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige Erträge unregelmäßig
2710;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des Sachanlagevermögens
2711;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des immateriellen Anlagevermögens
2712;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des Finanzanlagevermögens
2713;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des Finanzanlagevermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG
2714;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG
2715;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des Umlaufvermögens (außer Vorräte)
2716;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus Zuschreibungen des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG
2724;;;guv.sonstige_betriebliche_ertraege;unknown;Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG (Buchwert bei Buchgewinn)
2725;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte)
2726;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG
2727;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG
2728;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 10 EStG
2729;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung der Rücklage für Ersatzbeschaffung, R 6.6 EStR
2730;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Herabsetzung der Pauschalwertberichtigung auf Forderungen
2731;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Herabsetzung der Einzelwertberichtigung auf Forderungen
2732;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus abgeschriebenen Forderungen
2735;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung von Rückstellungen
2736;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Herabsetzung von Verbindlichkeiten
2737;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 4g EStG
2740;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung sonstiger steuerlicher Rücklagen
2741;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Auflösung steuerrechtlicher Sonderabschreibungen
2742;;;guv.sonstige_betriebliche_ertraege;unknown;Versicherungsentschädigungen und Schadenersatzleistungen
2743;;;guv.sonstige_betriebliche_ertraege;unknown;Investitionszuschüsse (steuerpflichtig)
2744;;;guv.sonstige_betriebliche_ertraege;unknown;Investitionszulagen (steuerfrei)
2745;;;;equity_only;Erträge aus Kapitalherabsetzung
2746;;;guv.sonstige_betriebliche_ertraege;unknown;Steuerfreie Erträge aus der Auflösung von steuerlichen Rücklagen
2747;;;guv.sonstige_betriebliche_ertraege;unknown;Sonstige steuerfreie Betriebseinnahmen
2749;;;guv.sonstige_betriebliche_ertraege;unknown;Erstattungen Aufwendungsausgleichsgesetz
2750;;;guv.umsatzerloese;pnl_only;Grundstückserträge
2751;AM;;guv.umsatzerloese;pnl_only;Erlöse aus Vermietung und Verpachtung, umsatzsteuerfrei § 4 Nr. 12 UStG
2752;AM;;guv.umsatzerloese;pnl_only;Erlöse aus Vermietung und Verpachtung 19 % USt
2753;R;2753-2754;guv.umsatzerloese;pnl_only;
2760;;;guv.sonstige_betriebliche_ertraege;unknown;Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände
2762;;;guv.sonstige_betriebliche_ertraege;unknown;Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre
2764;;;guv.umsatzerloese;pnl_only;Erträge aus Verwaltungskostenumlage
2790;;;;unknown;Erträge aus Verlustübernahme
2792;;;;needs_review;Erhaltene Gewinne auf Grund einer Gewinngemeinschaft
2794;;;;needs_review;Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags
2795;;;;equity_only;Entnahmen aus der Kapitalrücklage
2796;;;;unknown;Entnahmen aus der gesetzlichen Rücklage
2797;;;;unknown;Entnahmen aus satzungsmäßigen Rücklagen
2798;F;;;needs_review;Entnahmen aus dem Ausgleichsposten für aktivierte eigene Anteile
2799;;;;unknown;Entnahmen aus anderen Gewinnrücklagen
2840;;;;needs_review;Entnahmen aus der Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen
2841;F;;;;Entnahmen aus gesamthänderisch gebundenen Rücklagen (mit Aufteilung für Kapitalkontenentwicklung)
2850;;;;;Entnahmen aus anderen Ergebnisrücklagen
2860;;;;needs_review;Gewinnvortrag nach Verwendung
2865;F;;;;Gewinnvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung)
2867;F;;;;Verlustvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung)
2868;;;;needs_review;Verlustvortrag nach Verwendung
2870;;;;unknown;Vorabausschüttung
2890;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechneter kalkulatorischer Unternehmerlohn
2891;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechnete kalkulatorische Miete und Pacht
2892;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechnete kalkulatorische Zinsen
2893;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechnete kalkulatorische Abschreibungen
2894;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechnete kalkulatorische Wagnisse
2895;;;guv.sonstige_betriebliche_aufwendungen;pnl_only;Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter
3000;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Roh-, Hilfs- und Betriebsstoffe
3010;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer
3020;R;3020-3028;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3029;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe ohne Vorsteuerabzug
3030;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer
3040;R;3040-3059;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3060;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer
3061;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3062;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer
3064;R;3064-3065;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3066;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer
3067;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer
3068;R;3068-3069;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3070;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer
3071;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % / 7,8 % Vorsteuer
3072;R;3072-3074;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3075;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer
3076;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer
3077;R;3077-3088;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3089;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer
3090;;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Energiestoffe (Fertigung)
3091;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Energiestoffe (Fertigung) 7 % Vorsteuer
3092;AV;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;Energiestoffe (Fertigung) 19 % Vorsteuer
3093;R;;guv.materialaufwand.aufwendungen_fuer_roh_hilfs_und_betriebsstoffe_und_fuer_bezo;pnl_only;
3106;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen 19 % Vorsteuer
3107;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3108;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen 7 % Vorsteuer
3109;;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Fremdleistungen ohne Vorsteuer
3110;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Bauleistungen eines im Inland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer
3111;R;3111-3112;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3113;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer
3114;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3115;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen eines im Ausland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer
3116;R;3116-3119;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3120;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Bauleistungen eines im Inland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer
3122;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3123;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer
3124;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3125;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen eines im Ausland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer
3127;R;3127-3129;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3130;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer
3131;R;3131-3132;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3133;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer
3134;R;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
3135;AV;;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer
3136;R;3136-3139;guv.materialaufwand.aufwendungen_fuer_bezogene_leistungen;pnl_only;
